CALIFICACION;LUGAR;MES;ANIO;HORA;IMP_BOL;DESCUENTO; PUNTOS;DENUNCIANTE;HECHO-BOL;COORDENADA-X;COORDENADA-Y 
GRAVE     ;111 ALCALA - SAN ROMUALDO               ;5;2021;14.57; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  447180.68; 4477170.40
GRAVE     ;116 VIA LUSITANA - PL ELIPTICA          ;5;2021;14.57; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  439132.53; 4470910.90
GRAVE     ;110 AV MARQUES DE CORBERA - RI          ;5;2021;14.57; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  444461.78; 4475104.19
GRAVE     ;111 ALCALA - SAN ROMUALDO               ;5;2021;14.58; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  447180.68; 4477170.40
GRAVE     ;098 AV MEDITERRANEO 32                  ;5;2021;14.58; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  443017.57; 4473349.72
GRAVE     ;098 AV MEDITERRANEO 32                  ;5;2021;14.58; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  443017.57; 4473349.72
GRAVE     ;111 ALCALA - SAN ROMUALDO               ;5;2021;15.00; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  447180.68; 4477170.40
GRAVE     ;090 AV ILUSTRACION ESQ BETANZO          ;5;2021;15.03; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  439719.40; 4481540.00
GRAVE     ;090 AV ILUSTRACION ESQ BETANZO          ;5;2021;15.03; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  439719.40; 4481540.00
GRAVE     ;124 CEA BERMUDEZ - VALLEHERMOS          ;5;2021;15.06; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  440000.69; 4476904.97
GRAVE     ;117 JOSE ABASCAL - SANTA ENGRA          ;5;2021;15.06; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  440671.00; 4476875.00
GRAVE     ;119 AV. AMERICA - CARTAGENA             ;5;2021;15.07; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  443037.87; 4476937.06
GRAVE     ;124 CEA BERMUDEZ - VALLEHERMOS          ;5;2021;15.08; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  440000.69; 4476904.97
GRAVE     ;098 AV MEDITERRANEO 32                  ;5;2021;15.08; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  443017.57; 4473349.72
GRAVE     ;097 ODONNELL CON DOCTOR ESQUER          ;5;2021;15.10; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  443397.89; 4474921.69
GRAVE     ;101 SINESIO DELGADO GTA P. CEB          ;5;2021;15.11; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  439798.51; 4480503.35
GRAVE     ;117 JOSE ABASCAL - SANTA ENGRA          ;5;2021;15.12; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  440671.00; 4476875.00
GRAVE     ;111 ALCALA - SAN ROMUALDO               ;5;2021;15.14; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  447180.68; 4477170.40
GRAVE     ;100 FRANCISCO SILVELA 62                ;5;2021;15.16; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  442840.13; 4476506.58
GRAVE     ;111 ALCALA - SAN ROMUALDO               ;5;2021;15.18; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  447180.68; 4477170.40
GRAVE     ;091 AV ANDALUCIA METRO S.CRIST          ;5;2021;15.19; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  441264.06; 4466098.35
GRAVE     ;084 PO CASTELLANA 105                   ;5;2021;15.19; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  441556.35; 4478627.48
GRAVE     ;084 PO CASTELLANA 105                   ;5;2021;15.19; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  441556.35; 4478627.48
GRAVE     ;119 AV. AMERICA - CARTAGENA             ;5;2021;15.20; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  443037.87; 4476937.06
GRAVE     ;059 PO CASTELLANA 167                   ;5;2021;15.23; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  441560.69; 4479431.48
GRAVE     ;087 AV FILIPINAS 18                     ;5;2021;15.26; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  439856.91; 4477037.97
GRAVE     ;120 CMNO BARRIAL - FDO LAZARO           ;5;2021;15.27; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  432850.36; 4479575.82
GRAVE     ;100 FRANCISCO SILVELA 62                ;5;2021;15.27; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  442840.13; 4476506.58
GRAVE     ;087 AV FILIPINAS 18                     ;5;2021;15.32; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  439856.91; 4477037.97
GRAVE     ;099 MENENDEZ PELAYO H. NIÑO JE          ;5;2021;15.33; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  442633.05; 4474191.88
GRAVE     ;122 AV. PESETA - CTRA BARRIO F          ;5;2021;15.36; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  435089.95; 4469256.88
GRAVE     ;093 CAMINO DE LOS VINATEROS 47          ;5;2021;15.38; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  444524.76; 4473763.40
GRAVE     ;118 MONFORTE DE LEMOS - FINIST          ;5;2021;15.41; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  440583.84; 4481460.37
GRAVE     ;111 ALCALA - SAN ROMUALDO               ;5;2021;15.41; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  447180.68; 4477170.40
GRAVE     ;098 AV MEDITERRANEO 32                  ;5;2021;15.41; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  443017.57; 4473349.72
GRAVE     ;121 CRA. CARABANCHEL ARAVACA -          ;5;2021;15.42; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  434397.30; 4472312.57
GRAVE     ;113 AV CIUDAD DE BARCELONA - M          ;5;2021;15.43; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  442368.00; 4473046.00
GRAVE     ;124 CEA BERMUDEZ - VALLEHERMOS          ;5;2021;15.44; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  440000.69; 4476904.97
GRAVE     ;098 AV MEDITERRANEO 32                  ;5;2021;15.45; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  443017.57; 4473349.72
GRAVE     ;059 PO CASTELLANA 167                   ;5;2021;15.45; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  441560.69; 4479431.48
GRAVE     ;122 AV. PESETA - CTRA BARRIO F          ;5;2021;15.46; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  435089.95; 4469256.88
GRAVE     ;087 AV FILIPINAS 18                     ;5;2021;15.52; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  439856.91; 4477037.97
GRAVE     ;097 ODONNELL CON DOCTOR ESQUER          ;5;2021;15.54; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  443397.89; 4474921.69
GRAVE     ;117 JOSE ABASCAL - SANTA ENGRA          ;5;2021;16.00; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  440671.00; 4476875.00
GRAVE     ;124 CEA BERMUDEZ - VALLEHERMOS          ;5;2021;16.04; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  440000.69; 4476904.97
GRAVE     ;124 CEA BERMUDEZ - VALLEHERMOS          ;5;2021;16.06; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  440000.69; 4476904.97
GRAVE     ;087 AV FILIPINAS 18                     ;5;2021;16.07; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  439856.91; 4477037.97
GRAVE     ;119 AV. AMERICA - CARTAGENA             ;5;2021;16.12; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  443037.87; 4476937.06
GRAVE     ;093 CAMINO DE LOS VINATEROS 47          ;5;2021;16.15; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  444524.76; 4473763.40
GRAVE     ;105 FTE CARRANTONA ESQ HAC.PAV          ;5;2021;16.20; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  446113.77; 4472632.74
GRAVE     ;101 SINESIO DELGADO GTA P. CEB          ;5;2021;16.20; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  439798.51; 4480503.35
GRAVE     ;100 FRANCISCO SILVELA 62                ;5;2021;16.22; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  442840.13; 4476506.58
GRAVE     ;124 CEA BERMUDEZ - VALLEHERMOS          ;5;2021;16.26; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  440000.69; 4476904.97
GRAVE     ;093 CAMINO DE LOS VINATEROS 47          ;5;2021;16.28; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  444524.76; 4473763.40
GRAVE     ;059 PO CASTELLANA 167                   ;5;2021;16.28; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  441560.69; 4479431.48
GRAVE     ;098 AV MEDITERRANEO 32                  ;5;2021;16.30; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  443017.57; 4473349.72
GRAVE     ;099 MENENDEZ PELAYO H. NIÑO JE          ;5;2021;16.31; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  442633.05; 4474191.88
GRAVE     ;098 AV MEDITERRANEO 32                  ;5;2021;16.31; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  443017.57; 4473349.72
GRAVE     ;100 FRANCISCO SILVELA 62                ;5;2021;16.32; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  442840.13; 4476506.58
GRAVE     ;101 SINESIO DELGADO GTA P. CEB          ;5;2021;16.32; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  439798.51; 4480503.35
GRAVE     ;124 CEA BERMUDEZ - VALLEHERMOS          ;5;2021;16.34; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  440000.69; 4476904.97
GRAVE     ;084 PO CASTELLANA 105                   ;5;2021;16.36; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  441556.35; 4478627.48
GRAVE     ;100 FRANCISCO SILVELA 62                ;5;2021;16.39; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  442840.13; 4476506.58
GRAVE     ;121 CRA. CARABANCHEL ARAVACA -          ;5;2021;16.41; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  434397.30; 4472312.57
GRAVE     ;114 ALBERTO AGUILERA - BALTASA          ;5;2021;16.46; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  439802.04; 4475938.23
GRAVE     ;121 CRA. CARABANCHEL ARAVACA -          ;5;2021;16.46; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  434397.30; 4472312.57
GRAVE     ;117 JOSE ABASCAL - SANTA ENGRA          ;5;2021;16.46; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  440671.00; 4476875.00
GRAVE     ;124 CEA BERMUDEZ - VALLEHERMOS          ;5;2021;16.51; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  440000.69; 4476904.97
GRAVE     ;090 AV ILUSTRACION ESQ BETANZO          ;5;2021;16.51; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  439719.40; 4481540.00
GRAVE     ;100 FRANCISCO SILVELA 62                ;5;2021;16.54; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  442840.13; 4476506.58
GRAVE     ;101 SINESIO DELGADO GTA P. CEB          ;5;2021;16.54; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  439798.51; 4480503.35
GRAVE     ;093 CAMINO DE LOS VINATEROS 47          ;5;2021;16.56; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  444524.76; 4473763.40
GRAVE     ;123 GNRAL RICARDOS - PSO QUINC          ;5;2021;16.56; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  439232.86; 4472262.78
GRAVE     ;124 CEA BERMUDEZ - VALLEHERMOS          ;5;2021;16.57; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  440000.69; 4476904.97
GRAVE     ;114 ALBERTO AGUILERA - BALTASA          ;5;2021;16.59; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  439802.04; 4475938.23
GRAVE     ;117 JOSE ABASCAL - SANTA ENGRA          ;5;2021;17.00; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  440671.00; 4476875.00
GRAVE     ;117 JOSE ABASCAL - SANTA ENGRA          ;5;2021;17.00; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  440671.00; 4476875.00
GRAVE     ;106 AV ANDALUCIA ESQ ALCOCER            ;5;2021;00.24; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  441258.69; 4467147.76
GRAVE     ;114 ALBERTO AGUILERA - BALTASA          ;5;2021;01.26; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  439802.04; 4475938.23
GRAVE     ;110 AV MARQUES DE CORBERA - RI          ;5;2021;06.10; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  444461.78; 4475104.19
GRAVE     ;110 AV MARQUES DE CORBERA - RI          ;5;2021;06.10; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  444461.78; 4475104.19
GRAVE     ;087 AV FILIPINAS 18                     ;5;2021;06.30; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  439856.91; 4477037.97
GRAVE     ;123 GNRAL RICARDOS - PSO QUINC          ;5;2021;06.35; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  439232.86; 4472262.78
GRAVE     ;084 PO CASTELLANA 105                   ;5;2021;06.57; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  441556.35; 4478627.48
GRAVE     ;105 FTE CARRANTONA ESQ HAC.PAV          ;5;2021;06.58; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  446113.77; 4472632.74
GRAVE     ;116 VIA LUSITANA - PL ELIPTICA          ;5;2021;07.02; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  439132.53; 4470910.90
GRAVE     ;116 VIA LUSITANA - PL ELIPTICA          ;5;2021;07.11; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  439132.53; 4470910.90
GRAVE     ;116 VIA LUSITANA - PL ELIPTICA          ;5;2021;07.13; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  439132.53; 4470910.90
GRAVE     ;110 AV MARQUES DE CORBERA - RI          ;5;2021;07.26; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  444461.78; 4475104.19
GRAVE     ;111 ALCALA - SAN ROMUALDO               ;5;2021;07.28; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  447180.68; 4477170.40
GRAVE     ;123 GNRAL RICARDOS - PSO QUINC          ;5;2021;07.31; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  439232.86; 4472262.78
GRAVE     ;114 ALBERTO AGUILERA - BALTASA          ;5;2021;07.32; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  439802.04; 4475938.23
GRAVE     ;097 ODONNELL CON DOCTOR ESQUER          ;5;2021;07.35; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  443397.89; 4474921.69
GRAVE     ;124 CEA BERMUDEZ - VALLEHERMOS          ;5;2021;07.36; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  440000.69; 4476904.97
GRAVE     ;123 GNRAL RICARDOS - PSO QUINC          ;5;2021;07.36; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  439232.86; 4472262.78
GRAVE     ;105 FTE CARRANTONA ESQ HAC.PAV          ;5;2021;07.41; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  446113.77; 4472632.74
GRAVE     ;111 ALCALA - SAN ROMUALDO               ;5;2021;07.49; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  447180.68; 4477170.40
GRAVE     ;116 VIA LUSITANA - PL ELIPTICA          ;5;2021;07.53; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  439132.53; 4470910.90
GRAVE     ;111 ALCALA - SAN ROMUALDO               ;5;2021;07.54; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  447180.68; 4477170.40
GRAVE     ;098 AV MEDITERRANEO 32                  ;5;2021;07.55; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  443017.57; 4473349.72
GRAVE     ;093 CAMINO DE LOS VINATEROS 47          ;5;2021;07.58; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  444524.76; 4473763.40
GRAVE     ;088 AV VENTISQUERO CONDESA 42           ;5;2021;07.58; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  439301.79; 4483067.92
GRAVE     ;123 GNRAL RICARDOS - PSO QUINC          ;5;2021;08.00; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  439232.86; 4472262.78
GRAVE     ;106 AV ANDALUCIA ESQ ALCOCER            ;5;2021;08.02; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  441258.69; 4467147.76
GRAVE     ;097 ODONNELL CON DOCTOR ESQUER          ;5;2021;08.03; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  443397.89; 4474921.69
GRAVE     ;111 ALCALA - SAN ROMUALDO               ;5;2021;08.06; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  447180.68; 4477170.40
GRAVE     ;081 INSTITUCIÓN LIBRE DE ENSEÑ          ;5;2021;08.07; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  447053.81; 4474832.37
GRAVE     ;110 AV MARQUES DE CORBERA - RI          ;5;2021;08.07; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  444461.78; 4475104.19
GRAVE     ;116 VIA LUSITANA - PL ELIPTICA          ;5;2021;08.09; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  439132.53; 4470910.90
GRAVE     ;124 CEA BERMUDEZ - VALLEHERMOS          ;5;2021;08.11; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  440000.69; 4476904.97
GRAVE     ;117 JOSE ABASCAL - SANTA ENGRA          ;5;2021;08.13; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  440671.00; 4476875.00
GRAVE     ;111 ALCALA - SAN ROMUALDO               ;5;2021;08.13; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  447180.68; 4477170.40
GRAVE     ;117 JOSE ABASCAL - SANTA ENGRA          ;5;2021;08.18; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  440671.00; 4476875.00
GRAVE     ;111 ALCALA - SAN ROMUALDO               ;5;2021;08.19; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  447180.68; 4477170.40
GRAVE     ;088 AV VENTISQUERO CONDESA 42           ;5;2021;08.21; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  439301.79; 4483067.92
GRAVE     ;111 ALCALA - SAN ROMUALDO               ;5;2021;08.21; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  447180.68; 4477170.40
GRAVE     ;093 CAMINO DE LOS VINATEROS 47          ;5;2021;08.22; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  444524.76; 4473763.40
GRAVE     ;088 AV VENTISQUERO CONDESA 42           ;5;2021;08.23; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  439301.79; 4483067.92
GRAVE     ;111 ALCALA - SAN ROMUALDO               ;5;2021;08.23; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  447180.68; 4477170.40
GRAVE     ;111 ALCALA - SAN ROMUALDO               ;5;2021;08.23; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  447180.68; 4477170.40
GRAVE     ;116 VIA LUSITANA - PL ELIPTICA          ;5;2021;08.25; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  439132.53; 4470910.90
GRAVE     ;124 CEA BERMUDEZ - VALLEHERMOS          ;5;2021;08.26; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  440000.69; 4476904.97
GRAVE     ;093 CAMINO DE LOS VINATEROS 47          ;5;2021;08.29; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  444524.76; 4473763.40
GRAVE     ;123 GNRAL RICARDOS - PSO QUINC          ;5;2021;08.30; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  439232.86; 4472262.78
